state,test_id,recall_vote,district,census_fips,ca_race,ca_gender,ca_partyaffiliation,ca_voterstatus,ca_age,co_find,di_statehousedistrict,di_uniqueprecinctcode,es_genrate,es_anyprimary,hh_totalpersons,hh_totalhh2s,hh_ageavg,hh_children,hh_white,hh_black,hh_asian,hh_hispanic,hh_otherrace,hh_dems,hh_reps,hh_type,hh_partisanbehave,sy_marriagescore,sy_educscore,sy_gunscore,ac_pctwhite,ac_pctblack,ac_pctindianalaskan,ac_pctasian,ac_pcthawaiianpacific,ac_pctotherrace,ac_pcthispaniclatino,ac_pctnonenglishspkrs,ac_pctalternativeworkschedule,ac_pctgraduatedegree,ac_pctarmedforces,ac_pctveterans,ac_pctpublicassistance,ac_pcthhsincome200kplus,ac_medianhhincome,sy_partisanscore2012,sy_voteprop2012,sy_ideologymodel,density_cluster,member_type_status,afl_mem
CO,3134030,DK,11,08001009309,B,F,DEM,A,50,6000,17,5112e6,0.3944,N,5,3,43.4,0,0,2,0,3,0,3,1,GN,DR,0.407,0.273,0.17,0.59811,0,0.011522,0,0,0.032703,0.369186,0.12963,0.078526,0.054321,0,0.123221,0.037037,0.045267,53300,99.23,80.8,67.7,Urban,NA,0
CO,3967483,No,11,08041001400,C,M,DEM,A,33,22000,18,5112e6,0.3308,N,1,1,33,0,1,0,0,0,0,1,0,S,D,0.108,0.42,0.297,0.892573,0.016578,0.016071,0,0,0.009284,0.074271,0.076716,0.143902,0.189748,0.004265,0.146693,0.025572,0.012113,40718,82.43,87,59.9,Suburban,NA,0
CO,59902,Yes,11,08041006300,C,M,REP,A,41,57000,17,5112e6,0.899,Y,2,1,41,3,2,0,0,0,0,0,1,MC,RO,0.966,0.311,0.665,0.409994,0.118966,0.003251,0.020159,0,0.076661000000000007,0.374219,0.368557,0.088834,0.050693,0.029496,0.216442,0.061856,0,64068,1.46,98.9,21.6,Suburban,NA,0
CO,4147652,DK,11,08041000101,C,M,REP,I,57,19000,17,5112e6,0.3075,N,2,2,44.5,0,1,1,0,0,0,1,1,GN,DR,0.233,0.426,0.426,0.792719,0.058321,0.023572,0.013373,0,0.005201,0.127786,0.05563,0.12742,0.038502,0.0094,0.209297,0.013405,0.007373,42708,11.13,38.5,38.7,Suburban,NA,0
CO,747651,DK,11,08041006300,C,F,NPA,I,29,53000,18,5112e6,0.0279,N,5,3,35,1,5,0,0,0,0,0,1,MC,RO,0.714,0.359,0.242,0.552463,0.186296,0.003251,0.079229,0,0,0.182013,0.250614,0.096774,0.017241,0.029496,0.216442,0.027027,0,58365,20.19,24.5,43.5,Suburban,NA,0
CO,4103913,Yes,11,08041005700,C,F,REP,A,39,105000,17,5112e6,0.2872,Y,2,2,41,1,2,0,0,0,0,0,2,O,R,0.559,0.399,0.345,0.753434,0.079791,0,0.005886,0,0.002616,0.158273,0.154982,0.019324,0.061376,0.01464,0.171858,0.009225,0,54643,4.19,91.8,34.5,Suburban,NA,0
CO,4364116,DK,11,08041002800,C,M,DEM,A,63,18000,17,5112e6,0.4812,N,1,1,63,0,1,0,0,0,0,1,0,S,D,0.16,0.338,0.451,0.512,0.134,0.002224,0,0,0,0.354,0.205195,0.03367,0.032135,0.023957,0.166505,0.164935,0,17418,86.51,77.2,56.6,Suburban,NA,0
CO,479689,DK,11,08041001101,C,M,REP,A,40,48000,18,5112e6,0.6853,Y,4,3,38,0,3,1,0,0,0,1,2,MN,DR,0.931,0.353,0.527,0.669451,0.227924,0,0.027446,0,0,0.075179,0.244856,0.072692,0.059937,0,0.082759,0.028807,0,39500,5.68,98.5,25.3,Suburban,NA,0
CO,720037,Yes,11,08041001101,C,M,REP,A,63,11000,18,5112e6,0.7609,Y,3,3,47,0,3,0,0,0,0,0,1,GN,R,0.112,0.412,0.426,0.669451,0.227924,0,0.027446,0,0,0.075179,0.244856,0.072692,0.059937,0,0.082759,0.028807,0,39500,2.78,89.1,15.4,Suburban,NA,0
CO,1265708,Yes,11,08041002000,C,F,REP,A,49,63000,18,5112e6,0.7609,Y,5,1,42.33,2,4,1,0,0,0,0,2,MC,RO,0.668,0.295,0.37,0.639877,0.15092,0,0,0,0.062577,0.146626,0.08628,0.099024,0.059946,0.011065,0.174981,0.065064,0.021216,53596,0.86,96.3,22,Suburban,NA,0
CO,1664049,DK,11,08041001900,C,F,NPA,A,56,82000,18,5112e6,0.912,Y,2,1,57.5,0,2,0,0,0,0,0,1,MN,R,0.883,0.183,0.378,0.70801,0.05857,0,0.020672,0,0.012059,0.200689,0.165399,0.085227,0.011392,0,0.184659,0.157795,0.022814,36094,6.12,96.4,36,Suburban,NA,0
CO,3806686,DK,11,08041005800,B,M,DEM,A,44,9000,17,5112e6,0.0809,N,1,1,44,0,0,1,0,0,0,1,0,S,D,0.161,0.363,0.256,0.903194,0,0,0.01497,0.00998,0,0.071856,0.069252,0.05939,0.116517,0,0.234108,0,0.049861,75781,97.47,64.2,65.1,Suburban,NA,0
CO,1333890,Yes,11,08041005601,C,M,OTH,A,30,48000,17,5112e6,0.3308,N,2,2,54,1,2,0,0,0,0,1,0,GN,DO,0.184,0.455,0.423,0.747871,0.057922,0.010746,0.087734,0,0,0.106474,0.218876,0.037037,0.048426,0.005335,0.216163,0.080321,0.036145,54500,56.08,79.1,50,Suburban,NA,0
CO,1607283,Yes,11,08041006000,C,M,NPA,A,68,61000,17,5112e6,0.1564,N,3,1,57,0,3,0,0,0,0,0,0,MN,O,0.82,0.212,0.505,0.684667,0.067333,0.029962,0.008667,0,0.026667,0.208667,0.185185,0.114374,0.029505,0.005191,0.177503,0.259259,0,43942,30.22,36.7,41.9,Suburban,NA,0
CO,2906957,Yes,11,08041003905,C,F,REP,A,64,79000,18,5112e6,0.8364,Y,3,3,82.33,0,3,0,0,0,0,0,3,GN,R,0.131,0.744,0.234,0.777855,0.016609,0.005288,0.008997,0,0.011073,0.175087,0.114374,0.068213,0.195327,0.013199,0.203671,0.03864,0.018547,59148,1.43,98.7,20.3,Exurban,NA,0
CO,2337969,DK,11,08041006502,C,F,NPA,A,79,5000,17,5112e6,0.232,N,12,12,86.63,0,9,1,0,2,0,2,4,GR,DR,0.234,0.128,0.174,0.39413,0.175402,0.001953,0.037386,0,0.046471,0.342767,0.366649,0.142799,0.034364,0.040209,0.233222,0.024051,0.005345,49212,59.2,79.5,51.8,Suburban,NA,0
CO,4390345,No,11,08041005900,C,F,DEM,A,73,40000,17,5112e6,0.8364,Y,5,5,51.6,1,1,4,0,0,0,5,0,GN,D,0.281,0.237,0.169,0.590528,0.181549,0.006134,0,0,0.027134,0.195856,0.181818,0.135612,0.080772,0.030226,0.18885,0.092172,0,50167,97.75,98.7,72.8,Suburban,NA,0
CO,973076,No,11,08041001302,C,F,DEM,A,79,103000,18,5112e6,0.8364,Y,3,3,62.33,0,3,0,0,0,0,1,0,GN,DO,0.186,0.302,0.116,0.799825,0,0,0.014893,0,0.040736,0.144547,0.12009,0.076427,0.15252,0.009625,0.14723,0.111111,0.01459,57768,98.65,99,75.2,Suburban,NA,0
CO,2880334,DK,11,08041006502,C,F,REP,A,64,64000,17,5112e6,0.9875,Y,1,1,64,0,1,0,0,0,0,0,1,S,R,0.248,0.349,0.371,0.39413,0.175402,0.001953,0.037386,0,0.046471,0.342767,0.366649,0.142799,0.034364,0.040209,0.233222,0.024051,0.005345,49212,0.99,99.1,24.4,Suburban,NA,0
CO,4535632,Yes,11,08041002300,C,F,REP,A,30,5000,18,5112e6,0.6777,Y,4,3,35,0,4,0,0,0,0,0,2,GR,R,0.863,0.443,0.207,0.831081,0.040541,0,0,0,0,0.128378,0.148649,0,0.05814,0.024473,0.210945,0.385135,0,11750,1.71,96.7,22.2,Rural,NA,0
CO,4464318,No,11,08041001301,C,F,DEM,A,60,48000,18,5112e6,0.4888,Y,2,2,42.5,0,2,0,0,0,0,2,0,GN,D,0.267,0.527,0.219,0.882682,0,0,0,0,0,0.117318,0.105121,0.061785,0.016514,0,0.149815,0.024259,0,33516,99.14,91.7,77.3,Suburban,NA,0
CO,1917188,Yes,11,08041006300,C,F,DEM,A,63,11000,17,5112e6,0.111,N,3,3,58.67,0,3,0,0,0,0,1,1,GN,DR,0.115,0.275,0.145,0.439987,0.138345,0.003251,0.044536,0,0.080543,0.296589,0.252809,0.041356,0.066779,0.029496,0.216442,0.016854,0,42931,87.14,64.7,62.5,Suburban,NA,0
CO,3586043,No,11,08041001101,C,F,DEM,A,63,157000,18,5112e6,0.6098,Y,4,2,57,0,3,0,1,0,0,2,0,MN,DO,0.742,0.347,0.204,0.669451,0.227924,0,0.027446,0,0,0.075179,0.244856,0.072692,0.059937,0,0.082759,0.028807,0,39500,84.57,96.7,60.9,Suburban,NA,0
CO,4408516,No,11,08041005202,C,F,REP,A,75,16000,17,5112e6,0.9875,Y,4,3,75,0,4,0,0,0,0,0,3,MN,R,0.695,0.282,0.247,0.5876,0.134812,0.028015,0.036974,0.010808,0.011377,0.194539,0.095388,0.040127,0.031674,0.073213,0.261563,0.048218,0,38595,0.87,99.2,19.9,Suburban,NA,0
CO,906312,Yes,11,08041006400,C,F,REP,A,32,NA,17,5112e6,0.7969,Y,3,2,37.67,NA,2,0,1,0,0,0,2,O,R,0.88,0.409,0.322,0.237454,0.330477,0.007153,0.012648,0,0.082415,0.322725,0.219895,0.053518,0.008352,0.014551,0.216138,0,0,28839,0.74,96.7,17.9,Suburban,NA,0
CO,1547909,No,11,08041001301,C,M,LIB,A,30,23000,18,5112e6,0.5391,Y,1,1,30,0,1,0,0,0,0,0,0,S,O,0.169,0.243,0.362,0.882682,0,0,0,0,0,0.117318,0.105121,0.061785,0.016514,0,0.149815,0.024259,0,33516,12.16,92.7,29.5,Suburban,NA,0
CO,4385954,Yes,11,08041002000,C,M,REP,A,66,53000,18,5112e6,0.912,Y,3,2,66,0,3,0,0,0,0,0,2,MN,R,0.929,0.309,0.558,0.639877,0.15092,0,0,0,0.062577,0.146626,0.08628,0.099024,0.059946,0.011065,0.174981,0.065064,0.021216,53596,0.6,98.9,14.5,Suburban,NA,0
CO,2170427,Yes,11,08041002000,H,F,DEM,A,65,53000,18,5112e6,0.3075,Y,3,1,59.67,0,0,0,0,3,0,2,0,MN,DO,0.85,0.205,0.254,0.639877,0.15092,0,0,0,0.062577,0.146626,0.08628,0.099024,0.059946,0.011065,0.174981,0.065064,0.021216,53596,94.42,95.2,60.6,Suburban,NA,0
CO,2209545,DK,11,08041006000,H,F,REP,A,68,NA,17,5112e6,0.9875,Y,2,1,69,NA,1,0,0,1,0,0,2,O,R,0.945,0.267,0.308,0.684667,0.067333,0.029962,0.008667,0,0.026667,0.208667,0.185185,0.114374,0.029505,0.005191,0.177503,0.259259,0,43942,1.27,96.4,23.2,Suburban,Active,1
CO,4899136,DK,11,08041006300,C,F,NPA,A,39,59000,17,5112e6,0.1564,N,4,3,50.25,2,4,0,0,0,0,0,2,MC,RO,0.924,0.309,0.287,0.409994,0.118966,0.003251,0.020159,0,0.076661000000000007,0.374219,0.368557,0.088834,0.050693,0.029496,0.216442,0.061856,0,64068,15.76,96.4,32.6,Suburban,HH,1
CO,155936,No,11,08041001000,C,F,DEM,A,30,9000,18,5112e6,0.7721,Y,2,2,44.5,0,1,0,0,0,1,1,0,GN,D,0.15,0.737,0.106,0.861856,0,0.002027,0.084536,0,0,0.048454,0.097923,0.016842,0.321839,0.017301,0.192644,0.026706,0.118694,58906,86.53,97.8,80.4,Suburban,NA,0
CO,3064808,DK,11,08041005103,H,F,NPA,A,33,24000,17,5112e6,0.0994,N,3,3,47,0,1,0,1,1,0,1,0,GN,DO,0.18,0.412,0.164,0.67828599999999994,0.102397,0,0.100218,0,0.057371,0.061728,0.187739,0.097701,0.092531,0.044561,0.201871,0.024904,0.021073,68462,88.66,67.3,60.4,Suburban,NA,0
CO,1701907,DK,11,08041006501,C,M,DEM,A,50,8000,17,5112e6,0.912,Y,1,1,50,0,1,0,0,0,0,1,0,S,D,0.211,0.21,0.396,0.453365,0.125148,0.005789,0.008264,0,0.084416,0.328808,0.230634,0.200965,0.00765,0.010984,0.253158,0.214789,0,36389,86.87,96.2,60.3,Suburban,NA,0
CO,4208671,No,11,08041006800,C,M,NPA,A,63,9000,17,5112e6,0.3831,N,2,2,42.5,0,2,0,0,0,0,1,0,GN,DO,0.241,0.336,0.505,0.854662,0,0.006627,0.032907,0,0,0.091408,0.143959,0.073084,0.142446,0.025544,0.224092,0,0,59609,47.65,91.5,39.6,Suburban,NA,0
CO,3795793,Yes,11,08041000900,C,M,REP,A,61,96000,18,5112e6,0.7909,Y,4,3,49,0,3,1,0,0,0,2,2,MN,DR,0.876,0.696,0.519,0.945693,0,0,0,0,0.012172,0.042135,0.135506,0.043689,0.190176,0,0.141168,0.034305,0,44522,1.62,97.7,19.5,Suburban,NA,0
CO,3435873,Yes,11,08041006000,C,M,REP,A,40,42000,17,5112e6,0.9875,Y,2,1,56,0,2,0,0,0,0,1,1,GN,DR,0.101,0.338,0.519,0.684667,0.067333,0.029962,0.008667,0,0.026667,0.208667,0.185185,0.114374,0.029505,0.005191,0.177503,0.259259,0,43942,2.95,98.4,24.5,Suburban,NA,0
CO,2830720,DK,11,08041002000,C,M,NPA,A,41,8000,18,5112e6,0.4132,N,5,4,41.4,0,3,1,1,0,0,0,0,GN,O,0.859,0.289,0.471,0.729148,0.036771,0,0.027354,0,0.044843,0.155605,0.149856,0.098104,0.033663,0.011065,0.174981,0.087416,0,51708,38.73,88.2,43.5,Suburban,NA,0
CO,263909,Yes,11,08041006502,C,F,REP,A,67,15000,17,5112e6,0.6853,Y,3,3,52,0,3,0,0,0,0,0,2,GN,R,0.31,0.195,0.315,0.39413,0.175402,0.001953,0.037386,0,0.046471,0.342767,0.366649,0.142799,0.034364,0.040209,0.233222,0.024051,0.005345,49212,1.52,98.4,20.9,Suburban,NA,0
CO,4538168,No,11,08041006300,H,F,DEM,A,57,81000,17,5112e6,0.1564,N,2,1,41,3,0,0,0,2,0,1,1,GN,DR,0.615,0.339,0.245,0.409994,0.118966,0.003251,0.020159,0,0.076661000000000007,0.374219,0.368557,0.088834,0.050693,0.029496,0.216442,0.061856,0,64068,63.7,73.2,32.7,Suburban,NA,0
CO,398082,No,11,08041002102,H,F,DEM,A,70,52000,17,5112e6,0.5752,Y,5,4,50,0,1,0,0,4,0,2,1,GN,DR,0.571,0.255,0.193,0.466292,0.019262,0.003434,0,0,0,0.514446,0.256858,0.248031,0.016058,0.008286,0.162871,0.124688,0,31862,93.6,89.9,63.2,Suburban,NA,0
CO,1118500,DK,11,08041002200,C,F,DEM,A,32,5000,18,5112e6,0.2872,N,2,2,31.5,0,2,0,0,0,0,1,0,O,DO,0.358,0.385,0.17,0.635815,0.064386,0.043756,0.013078,0,0.05835,0.147887,0.130288,0.070764,0.111377,0,0.117262,0.121827,0,31938,96.31,84.1,75.4,Suburban,NA,0
CO,1962799,Yes,11,08041006300,C,M,REP,A,35,54000,17,5112e6,0.3075,N,3,2,33.33,1,2,1,0,0,0,0,2,MC,R,0.952,0.328,0.599,0.409994,0.118966,0.003251,0.020159,0,0.076661000000000007,0.374219,0.368557,0.088834,0.050693,0.029496,0.216442,0.061856,0,64068,1.7,95.5,21.6,Suburban,NA,0
CO,2037350,DK,11,08041001500,C,M,NPA,A,37,48000,17,5112e6,0.0809,N,3,3,34,0,1,1,0,1,0,1,0,O,DO,0.268,0.378,0.342,0.828369,0,0,0.035461,0,0.034043,0.102128,0.022152,0.062016,0.061538,0.005932,0.16,0.022152,0,29242,64.45,59.9,60.3,Suburban,NA,0
CO,1387221,DK,11,08041006300,C,F,REP,A,43,52000,17,5112e6,0.5342,N,4,3,43.75,2,4,0,0,0,0,0,3,GR,R,0.675,0.29,0.404,0.409994,0.118966,0.003251,0.020159,0,0.076661000000000007,0.374219,0.368557,0.088834,0.050693,0.029496,0.216442,0.061856,0,64068,3.66,96,27.8,Suburban,NA,0
CO,1059308,No,11,08041006000,C,F,DEM,I,77,5000,17,5112e6,0.0809,N,2,2,83.5,0,2,0,0,0,0,1,1,O,DR,0.174,0.108,0.112,0.445983,0.244875,0.029962,0.060942,0,0.059834,0.166759,0.205534,0.114545,0.020239,0.005191,0.177503,0.057971,0,21540,96.23,40.5,64.2,Suburban,NA,0
CO,309487,Yes,11,08041000800,C,M,REP,A,72,81000,18,5112e6,0.7609,Y,2,1,72.5,0,2,0,0,0,0,0,2,MN,R,0.902,0.431,0.463,0.823129,0,0.010212,0,0,0.087075,0.089796,0.134111,0.127226,0.223485,0,0.114517,0.142857,0.020408,46442,0.47,98.6,13.9,Suburban,NA,0
CO,584350,DK,11,08041002000,B,F,NPA,I,45,10000,18,5112e6,0.1412,N,2,2,42.5,0,0,1,0,1,0,0,1,O,RO,0.282,0.261,0.126,0.639877,0.15092,0,0,0,0.062577,0.146626,0.08628,0.099024,0.059946,0.011065,0.174981,0.065064,0.021216,53596,90.63,50.4,57.2,Suburban,NA,0
CO,143294,Yes,11,08041002101,C,M,REP,A,81,36000,17,5112e6,0.884,Y,2,1,79,0,2,0,0,0,0,0,2,MN,R,0.92,0.315,0.452,0.748716,0.13078,0.029599,0,0,0.00327,0.105091,0.104024,0.162037,0.011583,0.031406,0.175893,0.050049,0,32750,0.4,98.2,14.3,Suburban,NA,0
CO,2940763,No,11,08041001900,B,M,DEM,I,50,9000,18,5112e6,0.2055,N,4,4,49,0,2,1,0,1,0,3,0,SS,D,0.237,0.184,0.323,0.637424,0.082657,0,0.004564,0,0.014706,0.260649,0.140107,0.117503,0.015498,0,0.184659,0.164706,0,19401,95.29,17.5,54.7,Suburban,NA,0
CO,4579942,Yes,11,08041005900,C,M,REP,A,57,80000,17,5112e6,0.7609,Y,4,1,37.5,1,3,0,0,1,0,0,4,MC,R,0.907,0.463,0.56,0.590528,0.181549,0.006134,0,0,0.027134,0.195856,0.181818,0.135612,0.080772,0.030226,0.18885,0.092172,0,50167,1.4,95.8,19.3,Suburban,NA,0
CO,5957,Yes,11,08041006000,C,F,REP,A,74,65000,17,5112e6,0.9875,Y,3,1,74.5,1,3,0,0,0,0,0,2,MC,R,0.823,0.143,0.307,0.445983,0.244875,0.029962,0.060942,0,0.059834,0.166759,0.205534,0.114545,0.020239,0.005191,0.177503,0.057971,0,21540,2.89,98.7,26.8,Suburban,HH,1
CO,2757928,DK,11,08041006400,B,F,DEM,A,53,17000,17,5112e6,0.2872,N,3,3,53,1,0,3,0,0,0,1,0,SS,D,0.19,0.233,0.166,0.237454,0.330477,0.007153,0.012648,0,0.082415,0.322725,0.219895,0.053518,0.008352,0.014551,0.216138,0,0,28839,96.09,87.7,61.7,Suburban,NA,0
CO,2948812,Yes,11,08041006300,C,F,REP,A,68,24000,17,5112e6,0.8181,Y,5,4,65.75,0,5,0,0,0,0,0,3,GR,R,0.547,0.32,0.268,0.439987,0.138345,0.003251,0.044536,0,0.080543,0.296589,0.252809,0.041356,0.066779,0.029496,0.216442,0.016854,0,42931,0.74,98.5,19.3,Suburban,NA,0
CO,4893474,Yes,11,08041002000,C,F,REP,A,67,50000,18,5112e6,0.4481,Y,5,4,53.75,0,4,0,0,0,1,0,4,GN,R,0.513,0.228,0.245,0.639877,0.15092,0,0,0,0.062577,0.146626,0.08628,0.099024,0.059946,0.011065,0.174981,0.065064,0.021216,53596,15.26,97.6,28.1,Suburban,NA,0
CO,1105565,No,11,08041006300,B,F,DEM,A,27,18000,17,5112e6,0.665,Y,3,2,36.67,0,1,1,0,1,0,1,2,GN,DR,0.117,0.421,0.154,0.439987,0.138345,0.003251,0.044536,0,0.080543,0.296589,0.252809,0.041356,0.066779,0.029496,0.216442,0.016854,0,42931,96.87,98.6,64.5,Suburban,NA,0
CO,19675,No,11,08041000700,H,F,DEM,A,55,69000,17,5112e6,0.0994,N,5,1,61.8,0,1,0,0,4,0,1,1,MN,DR,0.55,0.238,0.273,0.685106,0.057872,0,0.006809,0,0.050213,0.187234,0.173993,0.068759,0.029762,0.012109,0.17186,0.069597,0.021978,33793,61.97,49.8,32.5,Suburban,NA,0
CO,2688903,Yes,11,08041000101,C,F,REP,A,90,75000,17,5112e6,0.9875,Y,4,2,88,0,4,0,0,0,0,0,3,GR,R,0.729,0.201,0.201,0.792719,0.058321,0.023572,0.013373,0,0.005201,0.127786,0.05563,0.12742,0.038502,0.0094,0.209297,0.013405,0.007373,42708,0.67,99.2,20.4,Suburban,NA,0
CO,2712463,No,11,08041002300,H,M,REP,A,28,37000,18,5112e6,0.6399,Y,1,1,28,0,0,0,0,1,0,0,1,S,R,0.209,0.313,0.373,0.857008,0.118532,0,0.022578,0,0,0.001881,0.103118,0.221687,0.042526,0.024473,0.210945,0.153477,0.023981,22438,4.99,97.5,23,Rural,NA,0
CO,4829326,No,11,08041006300,C,M,DEM,A,66,42000,18,5112e6,0.912,Y,3,1,64,0,2,1,0,0,0,2,0,MN,D,0.859,0.247,0.594,0.552463,0.186296,0.003251,0.079229,0,0,0.182013,0.250614,0.096774,0.017241,0.029496,0.216442,0.027027,0,58365,91.14,98.4,59.4,Suburban,NA,0
CO,4198892,No,11,08041001900,C,F,NPA,A,67,43000,18,5112e6,0.8364,N,7,5,48,0,7,0,0,0,0,3,1,MN,DR,0.598,0.208,0.265,0.70801,0.05857,0,0.020672,0,0.012059,0.200689,0.165399,0.085227,0.011392,0,0.184659,0.157795,0.022814,36094,56.71,96.2,43.4,Suburban,NA,0
CO,4541703,DK,11,08041001900,H,F,DEM,A,75,63000,18,5112e6,0.9875,Y,2,1,76.5,0,0,0,0,2,0,2,0,MN,D,0.876,0.144,0.286,0.70801,0.05857,0,0.020672,0,0.012059,0.200689,0.165399,0.085227,0.011392,0,0.184659,0.157795,0.022814,36094,85.98,99.1,48.4,Suburban,NA,0
CO,626279,DK,11,08041005103,C,F,NPA,A,33,14000,17,5112e6,0.1704,N,6,5,44.8,0,4,1,0,1,0,0,1,GN,RO,0.334,0.257,0.214,0.720829,0.060752,0,0.00675,0.005304,0.040019,0.166345,0.225,0.150608,0.009016,0.044561,0.201871,0.161842,0,51533,39.02,40.1,50.4,Suburban,NA,0
CO,103453,No,11,08041002000,C,M,NPA,A,74,11000,18,5112e6,0.6098,Y,1,1,74,0,1,0,0,0,0,0,0,S,O,0.119,0.219,0.313,0.753065,0.1331,0,0.028021,0,0,0.028021,0.063401,0.085106,0.085837,0.011065,0.174981,0.043228,0,29886,31.74,74.6,38.9,Suburban,NA,0
CO,2207678,Yes,11,08041000900,C,F,REP,A,65,124000,18,5112e6,0.8364,Y,4,2,53.33,0,3,1,0,0,0,0,2,MN,R,0.844,0.605,0.266,0.945693,0,0,0,0,0.012172,0.042135,0.135506,0.043689,0.190176,0,0.141168,0.034305,0,44522,3.85,97.5,31.6,Suburban,NA,0
CO,1357600,Yes,11,08041005900,C,M,NPA,A,57,57000,17,5112e6,0.5945,N,5,1,39.2,0,5,0,0,0,0,0,1,MN,RO,0.921,0.648,0.625,0.590528,0.181549,0.006134,0,0,0.027134,0.195856,0.181818,0.135612,0.080772,0.030226,0.18885,0.092172,0,50167,4.52,95.2,22.7,Suburban,NA,0
CO,170601,Yes,11,08041006200,C,M,REP,A,64,11000,17,5112e6,0.7969,Y,2,2,60,0,1,1,0,0,0,0,2,SS,R,0.339,0.311,0.474,0.718462,0.043077,0,0,0,0,0.238462,0.208633,0.037037,0.016729,0.011432,0.204297,0.043165,0,32530,3.62,97.3,19.9,Suburban,NA,0
CO,3540306,No,11,08041005502,C,F,DEM,A,65,NA,17,5112e6,0.4338,Y,6,6,56.4,3,3,2,0,1,0,3,0,GN,D,0.213,0.244,0.18,0.870112,0.015363,0.018906,0,0,0,0.114525,0.03139,0.288079,0.039418,0.005559,0.210028,0.085202,0.174888,68309,98.42,65,75.2,Suburban,NA,0
CO,1157028,Yes,11,08041006300,C,M,NPA,A,66,55000,17,5112e6,0.912,Y,1,1,66,0,1,0,0,0,0,0,0,S,O,0.234,0.282,0.587,0.552463,0.186296,0.003251,0.079229,0,0,0.182013,0.250614,0.096774,0.017241,0.029496,0.216442,0.027027,0,58365,18.41,91.3,24,Suburban,NA,0
CO,4441399,No,11,08041002300,C,F,DEM,A,80,5000,18,5112e6,0.9875,Y,3,2,80.33,0,3,0,0,0,0,1,1,O,DR,0.155,0.186,0.115,0.857008,0.118532,0,0.022578,0,0,0.001881,0.103118,0.221687,0.042526,0.024473,0.210945,0.153477,0.023981,22438,98.72,97.5,75.6,Rural,NA,0
CO,3114445,No,11,08041005201,C,M,LIB,I,61,31000,17,5112e6,0.4942,N,1,1,61,0,1,0,0,0,0,0,0,S,O,0.267,0.347,0.408,0.392465,0,0.017335,0.1146,0,0.089482,0.356358,0.333333,0.12253,0.038388,0.02108,0.162574,0.097778,0,39107,51.35,72.3,45.1,Suburban,NA,0
CO,3519686,No,11,08041003100,C,F,NPA,A,52,30000,18,5112e6,0.7609,N,2,1,55,0,2,0,0,0,0,0,0,MN,O,0.895,0.75,0.315,0.881426,0.028192,0.005352,0,0,0.065506,0.024876,0.126761,0.04955,0.220141,0,0.163553,0.079812,0.403756,145250,83.83,95.9,67.3,Suburban,NA,0
CO,4560737,DK,11,08041005502,B,F,DEM,A,43,49000,17,5112e6,0.5945,Y,6,6,56.4,3,3,2,0,1,0,3,0,GN,D,0.165,0.4,0.142,0.870112,0.015363,0.018906,0,0,0,0.114525,0.03139,0.288079,0.039418,0.005559,0.210028,0.085202,0.174888,68309,94.7,98.8,62.8,Suburban,NA,0
CO,684927,Yes,11,08041006300,C,F,REP,A,43,84000,17,5112e6,0.665,Y,3,1,32,1,3,0,0,0,0,0,2,MC,R,0.556,0.472,0.244,0.409994,0.118966,0.003251,0.020159,0,0.076661000000000007,0.374219,0.368557,0.088834,0.050693,0.029496,0.216442,0.061856,0,64068,1.71,99,23.7,Suburban,NA,0
CO,2239449,Yes,11,08041005502,C,M,NPA,A,55,19000,17,5112e6,0.4586,Y,3,2,47.67,1,3,0,0,0,0,0,1,GN,RO,0.853,0.25,0.444,0.654239,0.09982,0.018906,0.025256,0,0,0.187613,0.2,0.178935,0.039409,0.005559,0.210028,0.065359,0,26445,3.47,98.4,27.1,Suburban,NA,0
CO,2851276,Yes,11,08041001400,C,M,NPA,I,32,74000,18,5112e6,0.4698,N,3,2,31.33,0,3,0,0,0,0,0,2,MN,RO,0.904,0.543,0.46,0.892573,0.016578,0.016071,0,0,0.009284,0.074271,0.076716,0.143902,0.189748,0.004265,0.146693,0.025572,0.012113,40718,12.71,74.5,30.1,Suburban,NA,0
CO,3571264,Yes,11,08041001900,C,M,REP,A,77,46000,18,5112e6,0.9875,Y,3,2,57.67,0,3,0,0,0,0,0,2,MN,RO,0.883,0.307,0.599,0.70801,0.05857,0,0.020672,0,0.012059,0.200689,0.165399,0.085227,0.011392,0,0.184659,0.157795,0.022814,36094,0.28,98.1,14.1,Suburban,NA,0
CO,4238049,No,11,08041002000,C,M,DEM,A,73,14000,18,5112e6,0.884,Y,2,2,72.5,0,2,0,0,0,0,2,0,O,D,0.381,0.312,0.398,0.639877,0.15092,0,0,0,0.062577,0.146626,0.08628,0.099024,0.059946,0.011065,0.174981,0.065064,0.021216,53596,97.27,97.8,70.4,Suburban,NA,0
CO,4049089,No,11,08041006000,C,M,NPA,A,82,58000,17,5112e6,0.9875,N,3,1,73.67,0,3,0,0,0,0,0,0,MN,O,0.691,0.239,0.494,0.445983,0.244875,0.029962,0.060942,0,0.059834,0.166759,0.205534,0.114545,0.020239,0.005191,0.177503,0.057971,0,21540,65.33,95.4,42.5,Suburban,NA,0
