state	test_id	member_type_status
CO	2456196	HH
CO	3877343	Retired
CO	514085	Active
CO	869496	HH
CO	3602660	Active
CO	3591494	Active
CO	2570102	HH
CO	1172750	Active
CO	2868945	HH
CO	3397900	HH
CO	2329051	Retired
CO	3419745	HH
CO	1149103	Active
CO	3045330	HH
CO	520092	HH
CO	894194	Active
CO	1208033	HH
CO	4441235	Active
CO	3317733	Active
CO	1012663	Retired
CO	1715700	Active
CO	4022343	Retired
CO	753828	Retired
CO	4415481	HH
CO	4345183	Active
CO	369963	HH
CO	3834656	HH
CO	2641834	HH
CO	4266927	HH
CO	1020041	HH
CO	4141154	Active
CO	67364	Active
CO	655799	Active
CO	1345810	HH
CO	3585932	Active
CO	2206500	Retired
CO	4993698	Active
CO	849181	Active
CO	4281810	Active
CO	3448575	HH
CO	4495683	Active
CO	27472	HH
CO	1715767	Active
CO	904292	HH
CO	4470512	HH
CO	1614399	HH
CO	750420	Active
CO	435474	HH
CO	4351746	Retired
CO	2502625	HH
CO	4783855	Active
CO	1010460	HH
CO	465904	Active
CO	2911336	Retired
CO	3095719	Retired
CO	1976829	Active
CO	2972463	HH
CO	4034652	HH
CO	3807820	HH
CO	2904846	HH
CO	1932487	Active
CO	4800211	Active
CO	3379662	HH
CO	4766590	HH
CO	3939177	Retired
CO	3939177	HH
CO	640634	HH
CO	3286034	Retired
CO	518002	Retired
CO	2890098	Active
CO	4630216	Active
CO	1891880	Retired
CO	4025789	HH
CO	684384	HH
CO	2762959	HH
CO	141617	Retired
CO	1296564	Retired
CO	736936	HH
CO	2685986	Retired
CO	3769213	Active
CO	2877078	HH
CO	1332955	HH
CO	179048	Retired
CO	4106240	HH
CO	3817848	Retired
CO	3800433	Active
CO	2391061	Active
CO	896330	Retired
CO	3162612	Active
CO	748320	Retired
CO	3492956	Active
CO	1845390	HH
CO	3342217	Active
CO	537611	Retired
CO	4592416	Active
CO	2991818	Active
CO	1393641	HH
CO	3029603	Active
CO	1032954	HH
CO	887556	HH
CO	83201	Active
CO	3552490	Active
CO	1540975	Active
CO	2379705	Active
CO	3343822	HH
CO	3847828	HH
CO	3831113	Active
CO	1884083	Active
NM	4851245	Active
CO	1879180	HH
CO	1703054	Active
CO	4831023	Retired
CO	1901574	HH
CO	3539720	HH
CO	1159645	Active
CO	1257510	HH
CO	3521876	HH
CO	2272387	HH
CO	2639533	HH
CO	3448332	Retired
CO	1468874	HH
CO	4079766	Active
CO	4405126	HH
CO	613575	Active
CO	2344012	Retired
CO	4313093	Active
CO	667179	HH
CO	446399	HH
CO	4917513	Active
CO	1574016	Retired
CO	486739	Active
CO	3067320	Active
CO	1817675	HH
CO	4454692	HH
CO	2924712	HH
CO	1834324	HH
CO	3800676	Active
CO	3200250	Retired
CO	792407	Active
CO	1849981	Active
CO	3095580	Active
CO	1546398	Retired
CO	1166220	HH
CO	2598690	Active
CO	3810724	Active
CO	1824708	Active
CO	1295424	Active
CO	3944696	Active
CO	500452	HH
CO	1549787	HH
CO	4000414	HH
CO	4191534	Retired
CO	2524270	Retired
CO	3371115	HH
CO	1043659	Active
CO	499224	HH
CO	2173624	Active
CO	3932569	Active
CO	1847917	HH
CO	459386	HH
CO	3608655	Active
CO	4032961	Active
CO	527312	HH
CO	1532783	Active
CO	1360983	Active
CO	2259432	Active
CO	3622250	HH
CO	4239854	HH
CO	293193	HH
CO	4328248	HH
CO	2143516	Retired
CO	3904851	Active
CO	635027	Active
CO	1994842	HH
CO	882079	Active
CO	2491258	Retired
CO	3507198	Active
CO	559510	Active
CO	4699488	Active
CO	3870446	HH
CO	824012	HH
CO	3228931	Retired
CO	1430229	Retired
CO	4520218	Active
CO	4040577	Active
CO	4491360	HH
CO	4079936	HH
CO	3075986	Retired
CO	2362234	Retired
CO	4625741	Retired
CO	2214672	Active
CO	2214672	HH
CO	3847456	HH
CO	576161	Active
CO	3367250	HH
CO	1464240	Active
CO	4582900	Active
CO	1312517	HH
CO	1680279	HH
CO	2759428	Retired
CO	2510443	HH
CO	2116268	Retired
CO	1866190	Active
CO	1818365	Active
CO	3778940	Active
CO	1043840	HH
CO	3058349	HH
CO	4073605	HH
CO	4420945	Retired
CO	4141216	Retired
CO	1727165	HH
CO	2076449	HH
CO	1600301	Retired
CO	2226638	Retired
CO	2291940	Active
CO	1966619	Active
CO	3225583	HH
CO	3575339	HH
CO	1518646	HH
CO	3666167	Active
CO	11922	Active
CO	3197901	Active
CO	4975816	Retired
CO	1783059	Retired
CO	3026223	Retired
CO	3945426	HH
CO	2360607	Active
CO	554173	HH
CO	3257863	Retired
CO	4243834	Active
CO	3161194	Retired
CO	1998818	HH
CO	243685	Retired
CO	1954098	HH
CO	4599141	Active
CO	3487421	Active
CO	4392049	HH
CO	1666793	HH
CO	3703514	HH
CO	31686	HH
CO	2523359	Active
CO	3588052	Retired
CO	1641326	HH
CO	4074642	Retired
CO	2122855	Retired
CO	1162736	HH
CO	4716998	HH
CO	975361	HH
CO	4359284	HH
CO	253377	Retired
CO	4360045	HH
CO	1262163	Active
CO	3860294	Retired
CO	4347243	Retired
CO	879071	HH
CO	2938410	Active
CO	4913698	Active
CO	673463	Active
CO	3296807	HH
CO	2538446	HH
CO	361776	Active
CO	1651614	HH
CO	592320	HH
CO	1806331	HH
CO	808935	Active
CO	1682431	HH
CO	3259838	Active
CO	1472718	Active
CO	3638594	Retired
CO	3638594	Retired
CO	482840	Active
CO	1419430	Retired
CO	1964653	Active
CO	4672067	Retired
CO	3179435	HH
CO	735532	HH
CO	612592	HH
CO	4517481	HH
CO	1887859	HH
CO	2224657	Active
CO	4090868	HH
CO	1363833	HH
CO	4347158	HH
CO	3522998	Active
CO	23237	HH
CO	472451	Active
CO	472451	Active
CO	138253	HH
CO	1291334	HH
CO	2194630	HH
CO	2177637	Retired
CO	3982189	HH
CO	4798772	HH
CO	359558	HH
CO	4400023	HH
CO	4955287	HH
CO	406728	HH
CO	2356271	Active
CO	2068226	Active
CO	546299	HH
CO	4250194	HH
CO	2558835	HH
CO	2860651	Retired
CO	3421193	Retired
CO	672775	Retired
CO	3869556	Active
CO	3891220	Active
CO	156719	HH
CO	3337635	Active
CO	38421	Active
CO	1136525	HH
CO	642288	Retired
CO	379604	Retired
CO	2132857	Retired
CO	4255375	Retired
CO	3921896	Retired
CO	369671	Retired
CO	790580	HH
CO	2907390	HH
CO	1668512	Active
CO	755678	Active
CO	3988291	HH
CO	187030	Retired
CO	4748598	HH
CO	2521331	Active
CO	3750	Active
CO	629939	HH
CO	2457114	HH
CO	701697	HH
CO	4362842	Active
CO	668778	Active
CO	1708815	Active
CO	2492333	Active
CO	3947658	Active
CO	2591717	HH
CO	3354664	Retired
CO	782782	Retired
CO	1662680	Retired
CO	668290	Retired
CO	668290	Retired
CO	4956559	HH
CO	3169287	HH
CO	2595426	HH
CO	182062	HH
CO	773904	HH
CO	3641873	Active
CO	1772958	HH
CO	4349851	Retired
CO	4328113	Active
CO	3141606	HH
CO	1248897	Active
CO	2188788	Active
CO	4915991	Retired
CO	2466458	Active
CO	2019013	Retired
CO	733856	Active
CO	2065145	Active
CO	2680178	HH
CO	2643065	Active
CO	1890381	HH
CO	4794997	Active
CO	3075837	Active
CO	205638	HH
CO	799420	HH
CO	1066631	Retired
CO	1591010	Active
CO	1061551	Active
CO	1673510	Active
CO	1912297	Active
CO	1093212	Active
CO	1242090	Retired
CO	942520	Retired
CO	3429537	HH
CO	2736126	HH
CO	2074133	Retired
CO	138774	Active
CO	3629069	HH
CO	1305586	HH
CO	1895348	Retired
CO	2088179	HH
CO	2511476	Active
CO	2495671	HH
CO	1813350	Active
CO	3841810	Active
CO	337500	HH
CO	3774227	HH
FL	501622	HH
CO	1172736	HH
CO	1097292	HH
CO	1974485	HH
CO	4615590	Retired
CO	1601735	HH
CO	4582130	Retired
CO	4365470	HH
CO	2142865	HH
CO	384307	HH
CO	4817832	Retired
CO	1328499	HH
CO	4957739	Retired
CO	101387	HH
CO	1504491	Active
CO	198330	HH
CO	2406748	HH
CO	1981810	Active
CO	2759377	Active
CO	3887649	Active
CO	1585894	Active
CO	4821460	Active
CO	4386928	Active
CO	35430	Active
CO	4618730	Retired
CO	2243383	Active
CO	3063021	Active
CO	2150609	Active
CO	3205155	HH
CO	1774786	HH
CO	2049157	Active
CO	3643683	Active
CO	161047	Active
CO	919486	Active
CO	2054812	Retired
CO	2471767	Active
CO	3812256	HH
CO	743521	HH
CO	4990750	Retired
CO	1861947	Active
CO	1295497	HH
CO	4530771	Retired
CO	43806	HH
CO	1205628	Retired
CO	3769528	HH
CO	3119351	HH
CO	4268763	HH
CO	284209	HH
CO	2292202	Retired
CO	3430086	Active
CO	2730317	Retired
CO	1581244	Retired
CO	3311502	Active
CO	1691828	Active
CO	4635971	HH
CO	4172185	HH
CO	881933	HH
CO	1905642	HH
CO	2630222	Active
CO	230074	Active
CO	1269985	HH
CO	2161088	Active
CO	2760985	Retired
CO	2040499	HH
CO	3172726	HH
CO	4920181	Active
CO	5412	HH
CO	4340679	Retired
CO	4393345	Active
CO	4109483	Active
CO	3419143	Active
CO	2072411	HH
	3305352	Active
CO	2482255	Active
CO	1145864	HH
CO	8215	HH
CO	1703047	Active
CO	539452	Retired
CO	2225769	Retired
CO	3489152	Active
CO	3132184	HH
CO	2984392	Active
CO	3672136	HH
CO	806013	Active
CO	1482672	Retired
CO	1299929	HH
CO	4486853	Retired
CO	891576	HH
CO	2476054	HH
CO	2302914	Retired
CO	2471683	Active
CO	212537	Active
CO	1939390	Active
CO	3243344	HH
CO	2508269	Active
CO	1223263	Retired
CO	1464657	Retired
CO	653658	Active
CO	3446177	HH
CO	4802187	Retired
CO	243846	Retired
CO	3375544	Active
CO	1642802	Retired
CO	2855076	Active
CO	4944814	HH
CO	1791756	Active
CO	2565760	HH
CO	4464478	Retired
CO	3071742	Active
CO	3628532	Retired
CO	731060	Active
CO	276787	HH
CO	4075440	HH
CO	1208969	Retired
CO	1115704	HH
CO	4108245	Retired
CO	3323434	Active
CO	4354197	Active
CO	471367	Retired
CO	3481562	Active
CO	2976577	HH
CO	3630026	HH
CO	1878511	Active
CO	3971988	Active
CO	3774962	Retired
CO	4187281	HH
CO	3448909	Active
CO	1931492	Retired
CO	10057	HH
CO	3658799	Active
CO	724453	Retired
CO	3285926	HH
CO	3328052	HH
CO	1785071	HH
CO	117553	HH
CO	3591082	Retired
CO	3900685	HH
CO	4734771	Retired
CO	3422442	Retired
CO	2545895	Active
CO	2442423	HH
CO	4818786	HH
CO	4238779	HH
CO	4106624	Retired
CO	1180250	Retired
CO	221920	HH
CO	1494776	Retired
CO	974210	Active
CO	1931163	HH
CO	4684538	Retired
CO	4089773	Active
CO	4600856	HH
CO	2890108	Active
CO	3157725	HH
CO	4087730	Retired
CO	2643982	Active
CO	3748343	HH
CO	2472068	Retired
CO	4912343	Retired
CO	2212569	Retired
CO	3811802	Active
CO	2264132	Retired
CO	1030741	HH
CO	3061924	HH
CO	4663100	Active
CO	38811	HH
CO	3535491	Retired
CO	403309	HH
CO	842325	Active
CO	3874719	Retired
CO	1410914	Retired
CO	3649569	Retired
CO	3681418	Retired
CO	4437037	HH
CO	3183296	Retired
CO	3191347	Active
CO	382827	HH
CO	1784737	Active
CO	3368078	Active
CO	260150	Active
CO	2546451	HH
CO	3652378	Retired
CO	1957385	HH
CO	2742096	Retired
CO	2556916	Retired
CO	3465634	Active
CO	3130071	HH
CO	1838617	Retired
CO	2467268	Active
CO	437964	Active
CO	559906	Active
CO	1134768	Retired
CO	3891219	HH
CO	3667601	Active
CO	2117994	Retired
CO	2181354	Retired
CO	2005916	Active
CO	2682743	Active
CO	3723202	Active
CO	644363	HH
CO	2068236	Active
CO	4393656	Active
CO	3435646	Active
CO	3306979	Active
CO	2387545	Active
CO	1870929	Active
CO	4607775	Active
CO	2807934	HH
CO	954784	HH
	4320928	HH
CO	4565170	Active
CO	2790904	Active
CO	3751437	Active
CO	91981	Active
CO	4891372	Active
CO	4237080	HH
CO	4405396	Active
CO	2460135	HH
CO	2260185	HH
CO	2738921	HH
CO	806324	HH
CO	875111	HH
CO	4601750	Retired
CO	1788714	Active
CO	291925	Retired
CO	2937771	Retired
CO	4139046	HH
CO	4139046	Retired
CO	1624540	Retired
CO	4834510	Active
CO	3021107	Active
CO	102660	HH
CO	4280915	Active
CO	601229	Retired
CO	2980464	Active
CO	4602211	HH
CO	2195390	Retired
CO	3641903	Retired
CO	702270	HH
CO	910538	HH
CO	4061765	Active
CO	4329256	Active
CO	166899	HH
CO	4255133	Active
CO	151710	Active
CO	2353548	Active
CO	4139619	HH
CO	638546	HH
CO	1692158	HH
CO	1528322	HH
CO	2117427	Active
CO	4230816	Active
CO	3599389	HH
CO	2397664	HH
CO	4249154	Active
CO	889682	Active
CO	2117565	Retired
CO	3574791	Active
CO	850873	Retired
CO	3420122	Active
CO	2011510	HH
CO	1508749	HH
CO	4244298	Active
CO	3028561	HH
CO	4054342	Active
CO	1447644	Retired
CO	4102128	Active
CO	509730	Active
CO	1495444	HH
CO	4398055	Active
CO	410451	Active
CO	4294502	Retired
CO	4178275	HH
CO	3798373	Retired
CO	3489474	HH
CO	968306	Retired
CO	2602575	HH
CO	1394376	HH
TX	3574869	HH
CO	2108959	HH
CO	3203266	Active
CO	4705789	HH
CO	1293837	Retired
CO	3417609	Active
CO	555252	HH
CO	1455540	HH
CO	3576847	Active
CO	3914710	Active
CO	316993	Retired
CO	3327887	HH
CO	281665	Retired
CO	2361736	Active
CO	4963477	HH
CO	3614610	HH
CO	411289	Retired
CO	4492943	HH
CO	953738	Active
CO	2496281	Retired
CO	4172316	Retired
CO	4977331	Retired
CO	3640757	Active
CO	3689271	HH
CO	803889	HH
CO	206683	HH
CO	2097294	HH
CO	2113738	HH
CO	3244471	HH
CO	3587733	HH
CO	2129849	Active
CO	3660083	Active
CO	4577927	HH
CO	642400	HH
CO	4240884	HH
CO	1583460	Active
CO	2672679	Active
CO	2457291	Active
CO	3922713	Active
CO	2392133	HH
CO	588883	Active
CO	2140898	Active
CO	1467189	Active
CO	835262	HH
CO	710406	Active
CO	307311	Retired
CO	1608661	Active
CO	4680853	Retired
CO	3919840	HH
CO	860347	HH
CO	869368	Retired
CO	4551849	Active
CO	130897	HH
CO	1475148	HH
CO	2616838	Active
CO	1009219	Retired
CO	3126913	Retired
CO	1645930	Active
CO	449510	Active
CO	1649380	Active
CO	1658005	Retired
CO	1664855	Retired
CO	3149389	HH
CO	4709818	HH
CO	1544859	HH
CO	3825610	HH
CO	3652589	HH
CO	2058851	Retired
CO	4778902	Retired
CO	3749127	Active
CO	361164	Retired
CO	2510946	HH
TX	4156674	HH
CO	2974038	HH
CO	1958548	Active
CO	4603564	Active
CO	1985696	HH
CO	4094858	HH
CO	2309949	HH
CO	3380792	Retired
CO	3706561	Active
CO	3833270	Active
CO	919554	Retired
CO	1045936	HH
CO	1571602	HH
CO	4343971	Active
CO	2425322	HH
CO	3462859	Active
CO	4307597	HH
CO	774910	Active
CO	2792949	HH
CO	4713268	Active
CO	4909443	HH
CO	4940295	Active
CO	1243239	HH
CO	3072126	Active
CO	3684598	Active
CO	1272418	Active
CO	4230377	HH
CO	4035691	Active
CO	3625232	Active
CO	4243264	HH
CO	358375	Active
CO	4180794	Retired
CO	3855884	HH
CO	4137147	HH
CO	4621615	Retired
CO	2732328	Active
CO	3195355	Active
CO	4621423	Active
CO	4501370	HH
CO	2529647	Active
CO	4710032	HH
CO	2441458	Active
CO	2596304	Retired
CO	837102	HH
CO	1956510	Retired
CO	2997794	HH
CO	2779721	HH
CO	88338	HH
CO	2219080	HH
CO	4472116	Active
CO	4808740	HH
CO	3603961	Active
CO	79442	Active
CO	3054145	HH
CO	355896	Active
CO	2473323	Active
CO	2450624	Active
CO	3920957	HH
CO	4923111	HH
CO	4905760	Active
CO	4213644	HH
CO	3730472	Active
CO	1408664	Retired
CO	3204296	Active
CO	1472262	HH
CO	2502265	Retired
CO	3150166	Active
CO	2557387	HH
CO	1010730	HH
CO	4381124	Active
CO	253771	HH
CO	2582726	HH
CO	96921	Active
CO	519670	HH
CO	179011	Active
CO	4083908	Active
CO	4145151	Active
CO	1933081	Active
CO	4076578	Retired
CO	816657	HH
CO	2072741	HH
CO	189735	Active
CO	2564089	HH
CO	1623512	HH
CO	3907650	HH
DC	581905	HH
CO	3614958	Retired
CO	1051837	Active
CO	3226098	HH
CO	2907022	Active
CO	674557	Retired
CO	655018	Retired
CO	4048034	Active
CO	1145253	Active
CO	34856	HH
CO	3460352	Retired
CO	2068545	Active
CO	1940827	Active
CO	223293	HH
CO	2753726	HH
CO	4129943	Active
CO	2693873	Active
CO	4953391	Active
CO	2132375	Active
CO	155998	HH
CO	3350034	HH
CO	3561597	HH
CO	908734	HH
CO	1628244	Active
CO	613981	Retired
CO	4901295	HH
CO	896763	Retired
CO	1494375	Active
CO	1494375	HH
CO	3037174	HH
CO	649231	Active
CO	4976030	Active
CO	4997773	Active
CO	2410336	HH
CO	1686009	HH
CO	2026652	Active
CO	1361200	HH
CO	138537	Active
CO	766548	Active
CO	78790	HH
AZ	1106085	Retired
CO	1075565	Active
CO	4843573	Retired
CO	3405322	Active
CO	4166002	HH
CO	4718257	Retired
CO	1054573	HH
CO	4199040	Active
CO	3178057	Active
CO	1337579	HH
CO	3906189	HH
CO	413097	HH
CO	1292417	HH
CO	1655111	Active
CO	4528044	HH
CO	2039924	HH
CO	4173323	HH
CO	3337562	HH
CO	4587062	Active
CO	4762774	Retired
CO	105126	HH
CO	3306368	Active
CO	3980369	HH
CO	2157759	HH
CO	3666310	HH
CO	1110269	Retired
CO	1447242	Active
CO	3132306	Retired
CO	681288	HH
CO	1183796	Active
CO	3170904	Active
CO	2763806	Active
CO	2849450	Active
CO	89142	Retired
CO	988350	Active
CO	4804236	HH
CO	1269246	Active
CO	222420	Active
CO	2826159	Active
CO	3162499	Retired
CO	1612969	HH
CO	4094406	Active
CO	1060477	Active
CO	4294912	HH
CO	2815128	Retired
CO	200248	HH
CO	3247836	HH
CO	2854244	HH
CO	1503612	HH
CO	3797824	Retired
CO	3913220	HH
CO	2488283	Active
CO	4845071	HH
CO	1643596	Retired
CO	3431164	Active
CO	1283971	Active
CO	3531700	HH
CO	1702722	Active
CO	659562	HH
CO	1582545	Active
CO	4191381	Active
CO	2682502	Active
CO	2548981	Active
CO	3423375	Retired
CO	672919	Retired
CO	2572367	HH
CO	3563786	Retired
CO	4775170	Retired
CO	531801	Retired
CO	1430691	Active
CO	2986121	HH
CO	677548	Retired
CO	3535375	HH
CO	4760373	HH
CO	1487552	HH
CO	974116	Retired
CO	3213615	Active
CO	1389791	Retired
CO	495111	HH
CO	3185514	Active
CO	2245708	Active
CO	677039	Retired
CO	3351994	Retired
CO	207282	Retired
CO	4334370	Active
CO	4534260	Active
CO	2238448	HH
CO	2407585	HH
CO	2116064	Retired
CO	1807479	HH
CO	586150	Active
CO	4643913	HH
CO	4350523	Retired
CO	1211265	HH
CO	4411545	HH
CO	4045081	Active
CO	3502017	HH
CO	1878524	Active
CO	3752142	HH
CO	3629457	HH
CO	777828	HH
CO	1350609	Active
CO	2324112	HH
CO	3442755	Retired
CO	660647	HH
CO	2697598	Active
CO	1461274	HH
CO	1688333	Retired
CO	390537	Active
CO	3273278	HH
CO	1389799	Active
CO	1749476	Active
CO	889684	Active
CO	1987499	HH
CO	2735254	Active
CO	532587	HH
CO	4634278	Active
CO	1744526	Active
CO	91498	Active
CO	1856050	Active
CO	954064	Active
CO	276915	Retired
CO	85123	Retired
CO	328948	Active
CO	3198724	HH
CO	3879893	Active
CO	4904321	HH
CO	552570	HH
CO	1016402	HH
CO	866136	Retired
CO	3625124	Active
CO	3159283	Active
CO	3077721	HH
CO	1200308	Active
CO	2702254	Active
CO	4526816	Active
CO	4696797	HH
CO	4133670	Retired
CO	2551778	HH
CO	412583	Retired
CO	1876932	Active
CO	2115795	Active
CO	2062334	HH
CO	3529567	Active
CO	945027	Active
CO	2426300	Retired
CO	3379315	Active
CO	2150303	Active
CO	2432191	Retired
CO	1198634	HH
CO	3610086	Active
CO	3250725	Retired
CO	3474987	Active
CO	4650812	Active
CO	2649029	Active
CO	3720732	HH
CO	957047	Retired
CO	545530	HH
CO	1531901	Active
CO	4391423	HH
CO	1851902	HH
CO	3697315	HH
CO	1066654	Active
CO	424501	Active
CO	1416952	Active
CO	1551613	Active
CO	1559565	HH
CO	3930762	Active
CO	2045611	Retired
CO	4304610	HH
CO	416568	Active
CO	2842256	Retired
CO	3328853	Active
CO	1202711	Active
CO	742561	HH
CO	1714324	Active
CO	251230	Active
CO	626642	Active
CO	1851061	Active
CO	3201402	Retired
CO	3412575	Active
CO	2945201	HH
CO	3131127	Active
CO	799859	Active
CO	3521929	HH
CO	4022241	Active
CO	2298867	Retired
CO	2535038	Retired
CO	3089507	Active
CO	965635	HH
CO	3033170	Active
CO	4988370	Active
CO	1075367	Active
CO	242623	Retired
CO	3820770	Active
CO	2072458	Active
CO	1858002	Retired
CO	315269	Active
CO	1933293	Retired
CO	1990071	Retired
CO	1903404	Retired
CO	2875615	Active
CO	4539828	Active
CO	4494523	Retired
CO	3837218	Active
CO	1005842	Active
CO	1863062	HH
CO	2602229	Active
CO	4822750	Active
CO	1528489	Active
CO	793786	HH
CO	4440809	Retired
CO	1107219	Retired
CO	2951930	Active
CO	696957	Active
CO	2782124	Active
CO	2569369	Active
CO	549296	Active
CO	3708447	Active
CO	306489	Active
CO	4861877	Active
CO	4421113	Retired
CO	554711	Active
TX	4711888	Active
CO	3634014	Active
CO	1072437	HH
CO	4805916	Active
CO	3929087	Active
CO	4230888	Retired
CO	3184422	Active
CO	2658343	Active
CO	2762197	Retired
CO	3473579	Retired
CO	1700886	Active
CO	3854001	Retired
CO	1329594	Active
CO	3270954	HH
CO	4965018	HH
CO	1138864	Active
CO	4714629	HH
CO	2451296	Active
CO	3406168	Active
CO	4168128	Retired
UT	3896455	Active
CO	623547	Active
CO	1069980	Retired
CO	675318	Active
CO	4122109	Retired
CO	544032	HH
CO	2958335	HH
CO	727123	Active
CO	3900253	Active
CO	1798176	Retired
CO	4901355	HH
CO	4385900	Active
CO	3827287	Active
CO	4291022	HH
CO	3527397	HH
CO	3252859	HH
UT	198850	HH
CO	2064779	Active
CO	2035860	Active
CO	3674179	Retired
CO	1394502	Active
CO	4502579	HH
CO	1927950	HH
CO	1652429	Retired
CO	2559340	HH
CO	596217	Retired
CO	3685200	HH
CO	3016994	HH
CO	3495020	HH
	3655379	Active
CO	3713539	HH
CO	2165623	Retired
CO	2850222	Active
CO	1568519	Retired
CO	2743613	Active
CO	4724295	Active
CO	2320056	HH
CO	2175796	Active
CO	2450629	Retired
CO	1037362	Active
CO	2872665	Retired
CO	2040798	Active
CO	2414853	HH
CO	3753554	Active
CO	1702214	Active
CO	4669285	HH
CO	1731863	Retired
CO	690082	Retired
CO	479460	Active
CO	2329729	HH
CO	4859856	Retired
CO	4859856	Retired
CO	890441	Active
CO	1165790	Active
CO	558395	Retired
CO	442373	HH
MN	1899186	HH
MN	1529579	Retired
CO	2967031	Retired
CO	1881818	Retired
CO	4391199	Active
CO	3692448	Retired
CO	3715252	HH
CO	3635908	Active
CO	3666044	HH
CO	1997182	Retired
ID	375619	Retired
CO	2866695	Retired
	4445333	Active
CO	1040160	Active
CO	491898	Retired
CO	139278	HH
CO	3059935	Retired
CO	1074787	Active
CO	1251777	Active
CO	3418989	Retired
CO	4728187	Active
CO	4833991	Active
CO	1229269	Active
CO	1083882	Active
CO	4094231	HH
CO	4992168	Active
CO	3167342	HH
CO	3224839	Retired
CO	1927520	Active
CO	195642	Retired
CO	2172511	Active
CO	998512	Active
CO	2601026	Retired
CO	77728	Active
CO	3534663	HH
CO	4326531	HH
CO	2365908	Active
CO	2118982	HH
CO	4856320	HH
CO	692363	HH
CO	3077615	Active
CO	1164026	Retired
CO	1413928	Active
CO	1912669	HH
CO	3486771	HH
CO	2232606	HH
CO	2324914	Active
CO	2165162	HH
CO	914924	HH
CO	3462314	Active
CO	3437585	HH
CO	4950546	Retired
CO	2385990	HH
CO	4598830	Active
CO	4776541	Active
CO	1171332	Active
CO	977724	HH
CO	3901754	Active
CO	198233	Active
CO	4557968	HH
CO	496056	Active
CO	4646385	Retired
CO	1363183	HH
CO	2038148	HH
CO	1869781	Retired
CO	898330	Active
CO	3916767	Retired
CO	2881259	Active
IN	1430565	Active
CO	2082202	Active
CO	1547693	Retired
CO	2652127	Active
CO	1165347	Retired
CO	398332	Active
CO	4455792	Active
CO	1320001	Active
CO	1550248	HH
CO	3123890	HH
CO	2219531	Active
CO	2758178	Active
CA	1607681	HH
CO	4009131	HH
CO	2068640	Active
CO	118962	Active
CO	2045938	Retired
CO	734380	HH
CO	4328957	HH
CO	179822	Active
CO	2031498	Active
CO	4638260	Active
CO	2365694	HH
CO	3101576	Active
CO	2235764	Active
CO	1196333	HH
CO	3362835	HH
CO	3821825	Active
CO	4279974	Retired
CO	2999581	Active
CO	29373	Retired
CO	1765879	Active
CO	419246	Active
CO	2630288	HH
CO	1183848	HH
CO	751763	Retired
CO	2011496	HH
CO	386892	HH
CO	3218344	Active
CO	3860442	HH
CO	3545740	Active
CO	4064068	Active
CO	3461840	Active
CO	4111858	HH
CO	3012212	Active
CO	3174163	Retired
CO	4452236	Active
CO	3623216	Retired
CO	2246321	HH
CO	3900669	HH
CO	461920	Retired
CO	1989224	Active
CO	4212321	Active
CO	326733	Retired
CO	3874047	Active
CO	3485524	HH
CO	2692383	HH
CO	1868502	Active
CO	507897	HH
CO	1053023	Active
CO	2953409	HH
CO	22769	Active
CO	38889	Active
CO	4410455	Active
CO	629872	HH
CO	2139328	Active
CO	507322	Active
CO	2665416	HH
CO	4951039	HH
CO	2632172	Active
CO	281608	HH
CO	3605195	Retired
CO	4683010	Retired
CO	2764770	HH
CO	2336515	Retired
CO	1643997	Active
CO	1991576	HH
CO	4339489	Active
CO	1995791	Active
CO	4731487	HH
CO	3319439	Active
CO	652697	Active
CO	3275900	Active
CO	32600	Active
CO	3508990	HH
CO	4793711	HH
CO	3028086	HH
CO	968676	HH
NM	348402	Active
CO	1070916	Active
CO	481124	HH
CO	3021286	Active
CO	591427	HH
CO	1211811	Active
CO	2950859	HH
CO	3107119	Active
CO	1728715	Retired
CO	3316219	Active
CO	4708911	Retired
CO	2983872	Active
CO	2272829	HH
CO	502178	HH
CO	2365105	Active
CO	3991976	Active
CO	1836608	Retired
CO	4929820	Active
CO	3292131	Active
CO	2626969	Active
CO	4621242	HH
CO	4706675	Retired
CO	1010034	Active
CO	3293527	HH
CO	69299	Retired
CO	3998476	Active
CO	2942591	HH
CO	1901403	Active
CO	1776557	Active
CO	3532300	Active
CO	2399171	Retired
CO	2660834	HH
CO	3807268	Active
CO	2115001	Retired
CO	3510968	Active
CO	2849890	Active
CO	4025331	Active
CO	641940	Retired
CO	63064	Retired
CO	2534518	Retired
CO	1796553	HH
CO	590538	Active
CO	1023983	Active
CO	4207467	Active
CO	4861058	Active
CO	2955216	Active
CO	1783669	Active
CO	1280391	Active
CO	3777525	HH
CO	1891480	HH
CO	1327531	Active
CO	257726	Active
CO	1871471	Active
CO	3557229	Active
CO	4265918	Retired
CO	2177116	Active
CO	4311495	Active
CO	4378716	Active
CO	4049105	Retired
CO	3667156	HH
CO	1556442	Active
CO	2609988	Active
CO	4520062	Active
CO	2990865	Active
CO	1022991	Retired
CO	4249937	Retired
CO	787492	Active
CO	1163622	HH
CO	728745	Active
CO	1539199	HH
CO	142191	Retired
CO	3305129	Active
CO	1708903	Active
CO	561057	Retired
CO	1196751	Retired
CO	3531713	Active
CO	2260279	Active
CO	2851275	Active
CO	1434767	Active
CO	3297724	Retired
CO	4803612	Active
